region_id,Median_age_of_persons,Median_mortgage_repayment_monthly,Median_total_personal_income_weekly,Median_rent_weekly,Median_total_family_income_weekly,Average_number_of_Persons_per_bedroom,Median_total_household_income_weekly,Average_household_size
POA3564,41,1473,510,200,1165,1.1,944,2.4
POA3566,43,1083,376,100,1039,1.1,741,2.4
POA3567,43,1000,408,110,1019,1.1,843,2.5
POA3568,49,1083,451,125,1022,1.0,823,2.3
POA3570,44,975,450,150,1117,1.1,903,2.7
POA3571,40,650,351,50,820,1.1,693,2.6
POA3572,39,1000,454,75,1528,1.1,755,2.6
POA3573,44,1278,397,90,884,1.1,782,2.6
POA3575,45,737,385,90,853,1.0,661,2.4
POA3579,46,867,413,130,957,1.1,739,2.3
POA3580,53,1127,416,140,900,1.1,697,2.0
POA3581,42,1213,416,120,1178,1.1,861,2.6
POA3584,40,1083,448,150,1025,1.1,868,2.6
POA3585,38,1300,508,170,1142,1.1,894,2.4
POA3586,39,1452,514,150,1090,1.1,951,2.8
POA3588,39,910,437,165,1048,1.1,824,2.4
POA3589,36,800,406,100,1145,1.1,943,3.2
POA3590,40,1083,504,300,1018,1.1,977,2.7
POA3591,42,910,522,0,1408,1.1,979,2.8
POA3594,44,689,403,120,961,1.1,692,2.3
POA3595,43,698,369,110,886,1.1,684,2.4
POA3596,36,1150,394,170,833,1.1,885,2.6
POA3597,41,843,419,0,1114,1.1,927,2.7
POA3608,49,1300,455,187,977,1.1,810,2.2
POA3610,42,1083,462,150,1034,1.1,856,2.5
POA3612,49,975,381,145,888,1.1,697,2.2
POA3614,38,1655,589,210,1604,1.1,1462,3.0
POA3616,41,1300,492,175,1171,1.1,967,2.5
POA3617,45,1268,453,130,1215,1.0,1023,2.7
POA3618,38,997,410,180,1168,1.1,922,2.6
POA3620,42,1300,456,164,1063,1.1,845,2.4
POA3621,40,1131,454,150,1117,1.1,869,2.5
POA3622,44,1300,454,90,1292,1.1,982,2.6
POA3623,49,1008,386,125,932,1.1,805,2.3
POA3624,44,893,424,140,988,1.1,775,2.5
POA3629,38,1300,479,170,1096,1.1,871,2.4
POA3630,36,1300,495,195,1132,1.1,925,2.5
POA3631,39,1686,589,220,1518,1.1,1360,2.8
POA3633,40,1517,558,130,1347,1.1,1327,2.9
POA3634,39,1337,558,170,1392,1.1,1189,2.8
POA3635,43,1200,458,165,1172,1.1,934,2.5
POA3636,43,1148,441,160,1039,1.1,811,2.4
POA3637,39,878,461,100,971,1.1,866,2.7
POA3638,46,979,427,154,982,1.1,761,2.3
POA3639,52,867,343,100,768,1.1,652,2.2
POA3640,36,1127,475,116,1056,1.1,962,2.9
POA3641,42,1040,453,140,1079,1.1,921,2.4
POA3644,42,1300,441,173,993,1.1,835,2.4
POA3646,43,1200,514,148,1236,1.1,1006,2.4
POA3649,44,730,477,150,1058,1.2,949,2.6
POA3658,40,1328,504,200,1248,1.1,1047,2.6
POA3659,46,1625,571,120,1418,1.1,1212,2.6
POA3660,43,1192,464,160,1068,1.1,848,2.3
POA3662,24,1343,960,219,1769,1.1,1691,3.4
POA3663,48,1600,632,135,1750,1.0,1274,2.6
POA3664,45,1298,520,165,1162,1.1,1022,2.4
POA3666,50,1083,447,144,979,1.1,814,2.2
POA3669,53,1083,437,150,1036,1.1,797,2.2
POA3670,49,1073,500,120,1018,1.1,900,2.4
POA3672,46,1213,459,175,1057,1.1,793,2.2
POA3673,49,1121,496,100,1096,1.1,967,2.5
POA3675,44,1517,542,135,1269,1.1,1106,2.6
POA3677,41,1300,485,180,1124,1.1,846,2.3
POA3678,45,1387,536,126,1311,1.1,1101,2.6
POA3682,41,1300,478,178,1012,1.1,994,2.8
POA3683,45,1300,524,185,1312,1.1,985,2.3
POA3685,44,1326,529,155,1223,1.0,967,2.3
POA3687,42,1400,529,185,1203,1.1,900,2.4
POA3688,40,1300,589,210,1399,1.1,1302,2.7
POA3690,35,1408,552,205,1260,1.1,1022,2.4
POA3691,37,1649,661,203,1588,1.1,1407,2.8
POA3694,25,1656,706,230,1468,1.2,1275,2.7
POA3695,41,1517,659,100,1416,1.1,1337,2.7
POA3697,49,1192,493,110,1278,1.1,973,2.4
POA3698,50,1203,505,162,1171,1.1,862,2.2
POA3699,41,827,510,185,921,1.1,732,2.0
POA3700,48,910,432,155,977,1.1,830,2.2
POA3701,46,1083,491,100,1134,1.1,932,2.5
POA3705,48,1083,417,0,974,1.1,775,2.2
POA3707,48,867,405,130,882,1.1,708,2.2
POA3709,55,780,394,90,875,1.1,686,2.1
POA3711,47,1509,382,220,1020,1.1,887,2.3
POA3712,51,1150,509,160,891,1.1,746,2.2
POA3713,53,1300,397,165,882,1.1,701,2.0
POA3714,48,1307,469,165,1155,1.1,874,2.2
POA3715,52,1140,482,60,933,1.1,850,2.1
POA3717,49,1300,433,200,1015,1.1,814,2.3
POA3719,48,1322,482,135,1164,1.0,986,2.5
POA3720,49,1257,413,165,989,1.1,780,2.4
POA3722,44,1300,518,190,1215,1.1,920,2.3
POA3723,43,1083,474,120,1087,1.1,841,2.2
POA3725,47,1142,495,110,1137,1.1,909,2.7
POA3726,48,1213,453,150,1060,1.1,923,2.4
POA3727,48,867,416,60,906,1.1,767,2.5
POA3728,47,1083,423,115,1048,1.1,740,2.4
POA3730,47,1387,449,185,1028,1.1,835,2.3
POA3732,43,737,446,76,1062,1.1,876,2.3
POA3733,50,1300,484,130,1221,1.1,988,2.4
POA3735,44,1430,454,100,1260,1.1,961,2.6
POA3737,47,1250,438,160,1048,1.1,791,2.3
POA3739,47,1582,481,140,1108,1.1,985,2.2
POA3740,44,1200,476,180,1187,1.1,828,2.4
POA3741,48,1250,473,180,992,1.1,825,2.2
POA3744,46,1018,484,170,1302,1.1,1083,2.3
POA3746,57,949,435,185,816,1.1,660,2.1
POA3747,48,1517,498,190,1178,1.1,957,2.3
POA3749,45,1500,553,135,1538,1.1,1252,2.6
POA3750,37,2400,591,284,1383,1.1,1355,2.7
POA3751,46,1600,582,427,1387,1.1,1462,2.8
POA3752,31,2000,669,340,1653,1.1,1576,3.1
POA3753,37,2000,602,320,1587,1.1,1533,3.2
POA3754,29,2167,788,360,1832,1.0,1721,3.0
POA3755,42,1800,654,160,1609,1.2,1325,2.8
POA3756,33,1780,635,300,1533,1.1,1412,3.0
POA3757,38,1783,573,260,1482,1.1,1301,2.8
POA3758,36,1733,590,200,1546,1.1,1440,3.1
POA3759,41,2000,662,220,1965,1.1,1616,3.1
POA3760,42,1600,643,125,1661,1.1,1211,2.8
POA3761,41,1832,638,250,1593,1.1,1485,3.0
POA3763,37,1548,539,80,1288,1.1,1165,2.7
POA3764,38,1677,540,245,1478,1.1,1230,2.7
POA3765,40,1722,612,250,1639,1.1,1391,2.8
POA3766,40,1800,707,275,1765,1.1,1528,2.6
POA3767,44,1733,577,300,1729,1.1,1344,2.6
POA3770,38,1733,614,250,1469,1.1,1368,2.9
POA3775,39,1690,606,260,1440,1.1,1314,2.7
POA3777,41,1517,507,230,1245,1.1,1026,2.5
POA3778,47,1950,453,120,1093,1.1,805,2.2
POA3779,52,2100,418,325,880,1.1,818,2.2
POA3781,36,1517,598,265,1487,1.1,1303,2.9
POA3782,40,1625,578,273,1622,1.1,1430,2.8
POA3783,40,1800,527,230,1440,1.1,1310,2.8
POA3785,0,0,0,0,0,0,0,0
POA3786,40,1733,677,325,1885,1.1,1679,2.8
POA3787,42,1921,670,260,1754,1.1,1642,2.7
POA3788,42,1800,669,300,1633,1.1,1418,2.5
POA3789,49,2167,692,300,1805,1.1,1442,2.4
POA3791,42,1842,630,250,1797,1.1,1510,2.7
POA3792,44,1500,656,176,1824,1.1,1627,2.8
POA3793,40,1525,526,250,1340,1.1,1171,2.7
POA3795,39,1712,539,175,1307,1.1,1143,2.8
POA3796,36,1647,615,275,1543,1.1,1417,2.9
POA3797,41,1500,465,220,1159,1.1,969,2.6
POA3799,41,1300,429,224,998,1.1,825,2.4
POA3800,20,0,94,210,3333,1.4,3750,3.0
POA3802,36,1653,501,300,1383,1.1,1322,3.1
POA3803,35,1577,465,285,1217,1.1,1156,3.0
POA3804,40,2167,616,289,1925,1.1,1956,3.5
POA3805,32,1733,589,300,1512,1.1,1424,3.2
POA3806,35,1950,655,320,1754,1.1,1566,2.9
POA3807,35,1939,652,265,1865,1.1,1662,3.1
POA3808,41,2000,700,250,2029,1.1,1883,3.1
POA3809,31,2080,755,300,1872,1.1,1762,2.8
POA3810,31,1777,605,291,1398,1.1,1237,2.8
POA3812,41,1863,587,180,1497,1.1,1386,3.0
POA3813,40,2058,533,185,1541,1.1,1393,2.9
POA3814,39,1517,522,230,1330,1.1,1129,2.7
POA3815,41,1650,516,200,1398,1.1,1236,2.8
POA3816,37,1517,507,205,1244,1.1,1071,2.6
POA3818,40,1517,500,220,1214,1.1,991,2.5
POA3820,40,1387,529,205,1307,1.1,993,2.5
POA3821,43,1344,528,150,1418,1.1,1242,2.8
POA3822,39,1467,573,93,1393,1.1,1290,2.8
POA3823,42,1300,492,180,1358,1.1,1060,2.5
POA3824,41,1360,507,200,1316,1.1,1046,2.5
POA3825,42,1049,410,140,1040,1.1,792,2.3
POA3831,44,1600,515,170,1263,1.1,1051,2.6
POA3832,50,1733,516,100,1176,1.1,1098,2.6
POA3833,45,1018,365,113,939,1.1,605,2.2
POA3835,43,997,572,100,1294,1.1,1210,2.6
POA3840,40,1040,409,150,1012,1.1,793,2.3
POA3842,33,986,393,160,1085,1.1,905,2.5
POA3844,36,1354,565,200,1486,1.1,1186,2.5
POA3847,41,1200,455,150,1088,1.1,906,2.5
POA3850,38,1300,521,195,1266,1.1,956,2.4
POA3851,42,1200,417,150,1096,1.1,864,2.4
POA3852,25,856,939,140,1437,1.0,1062,1.9
POA3854,37,1365,622,130,1724,1.1,1592,2.8
POA3856,40,1200,559,185,1462,1.1,1220,2.6
POA3857,36,1127,606,0,1341,1.1,1169,2.8
POA3858,41,1083,448,140,1049,1.1,843,2.4
POA3859,40,1100,470,140,1284,1.1,1069,2.7
POA3860,41,1192,472,160,1159,1.1,900,2.4
POA3862,43,1250,495,165,1242,1.1,972,2.5
POA3864,46,1200,455,90,1062,1.1,888,2.6
POA3865,45,1192,472,210,1050,1.1,937,2.4
POA3869,41,1300,540,140,1541,1.1,1276,2.6
POA3870,46,964,441,163,1185,1.1,973,2.5
POA3871,43,1192,445,175,1206,1.1,964,2.6
POA3873,46,1200,587,100,1351,1.0,1259,2.5
POA3874,51,650,431,165,974,1.0,804,2.2
POA3875,43,1300,479,190,1094,1.1,873,2.4
POA3878,55,1350,450,200,995,1.1,886,2.4
POA3880,58,1083,413,200,906,1.0,744,2.1
POA3882,51,1040,472,148,967,1.1,861,2.4
POA3885,46,1200,399,100,1004,1.1,797,2.4
POA3886,42,1083,392,110,919,1.1,745,2.8
POA3887,47,867,385,70,1014,1.1,678,2.3
POA3888,47,900,397,135,922,1.1,715,2.3
POA3889,52,867,404,80,846,1.1,595,1.8
POA3890,46,542,322,81,749,1.0,607,1.9
POA3891,48,1111,376,0,762,1.1,814,1.9
POA3892,54,1395,392,150,902,1.1,663,2.0
POA3895,53,1430,420,95,866,1.0,708,1.9
POA3896,48,867,395,65,933,1.1,773,2.2
POA3898,41,1083,550,150,1131,1.1,980,2.2
POA3900,50,802,372,100,762,1.1,656,2.3
POA3902,56,1300,388,140,1062,1.0,731,2.2
POA3903,53,1325,398,160,938,1.1,755,2.2
POA3904,55,1300,513,215,1076,1.1,873,2.2
POA3909,48,1300,398,200,954,1.1,762,2.3
POA3910,35,1733,629,280,1597,1.1,1385,2.8
POA3911,37,1570,575,230,1407,1.1,1223,2.7
POA3912,38,1620,567,270,1489,1.1,1315,2.8
POA3913,38,1720,567,275,1459,1.1,1317,2.8
POA3915,37,1517,455,230,1066,1.1,865,2.4
POA3916,51,975,684,260,1859,1.0,1571,2.5
POA3918,38,1733,545,240,1442,1.1,1292,2.8
POA3919,36,1455,533,250,1200,1.1,1058,2.6
POA3920,21,0,740,225,1652,1.0,1725,3.0
POA3921,50,1196,296,0,728,1.1,414,2.0
POA3922,47,1350,471,220,1004,1.1,813,2.2
POA3923,53,1900,466,280,1077,1.0,936,2.2
POA3925,44,1500,511,250,1216,1.1,972,2.3
POA3926,46,1733,586,260,1568,1.1,1196,2.5
POA3927,48,1450,630,270,1703,1.1,1377,2.4
POA3928,47,2050,697,208,1843,1.1,1365,2.6
POA3929,56,2000,661,260,1419,1.1,1328,2.2
POA3930,43,2167,661,354,1987,1.0,1695,2.8
POA3931,43,1733,555,280,1358,1.0,1026,2.3
POA3933,45,2000,626,277,1707,1.1,1650,3.0
POA3934,41,1950,617,346,1675,1.0,1415,2.7
POA3936,49,1517,485,270,1116,1.0,906,2.2
POA3937,48,1842,644,241,1743,1.1,1503,2.6
POA3938,52,1625,535,260,1239,1.0,997,2.3
POA3939,48,1517,428,240,1010,1.1,770,2.2
POA3940,58,1343,390,238,843,1.1,641,2.0
POA3941,45,1517,466,250,1058,1.1,849,2.3
POA3942,55,1517,514,275,1145,1.0,890,2.1
POA3943,63,1420,539,237,1189,1.0,892,2.0
POA3944,65,2167,962,550,2416,1.0,1874,1.9
POA3945,48,1200,520,180,1222,1.1,1101,2.5
POA3950,43,1335,456,185,1105,1.1,885,2.4
POA3951,45,1500,538,125,1278,1.1,1043,2.6
POA3953,42,1343,538,206,1275,1.1,984,2.4
POA3954,44,1300,629,0,1433,1.1,1408,2.6
POA3956,47,1144,404,180,972,1.1,746,2.3
POA3957,43,2418,450,160,933,1.1,939,2.5
POA3958,44,1300,619,34,1309,1.1,1138,2.7
POA3959,47,1250,475,109,1010,1.1,897,2.4
POA3960,51,1213,456,155,1023,1.1,801,2.2
POA3962,50,1109,399,124,893,1.1,710,2.2
POA3965,61,660,420,125,862,1.0,570,1.8
POA3966,50,1300,411,150,929,1.1,793,2.3
POA3971,49,1083,416,150,946,1.1,747,2.2
POA3975,31,2167,698,350,1723,1.1,1705,3.3
POA3976,32,1517,507,282,1224,1.1,1165,3.1
POA3977,32,1777,605,285,1424,1.1,1297,2.9
POA3978,40,1733,563,200,1381,1.1,1353,3.0
POA3979,46,1733,575,168,1237,1.1,1073,2.4
POA3980,37,1668,606,240,1441,1.1,1234,2.7
POA3981,38,1636,521,193,1321,1.1,1115,2.7
POA3984,46,1300,422,190,972,1.1,774,2.3
POA3987,39,1365,544,230,1325,1.1,1157,2.8
POA3988,40,1343,521,165,1214,1.1,1032,2.7
POA3991,47,1083,461,160,1062,1.1,877,2.5
POA3992,39,1292,525,195,1174,1.1,1014,2.4
POA3995,44,1300,445,220,1064,1.1,814,2.3
POA3996,49,1517,529,295,1212,1.1,965,2.2
POA4000,29,2400,832,475,2328,1.2,1746,2.0
POA4005,36,2200,925,350,2402,1.1,1619,1.9
POA4006,32,2300,1005,420,2436,1.2,1868,1.9
POA4007,38,2500,922,340,2470,1.1,1779,2.2
POA4008,42,865,663,270,1262,1.1,1071,2.2
POA4009,0,0,900,0,0,0,0,0
POA4010,33,2020,819,350,2055,1.1,1495,2.0
POA4011,36,2232,838,330,2284,1.1,1616,2.3
POA4012,35,2167,765,330,1879,1.1,1441,2.3
POA4013,34,2167,725,300,1852,1.1,1406,2.3
POA4014,36,2100,671,350,1724,1.1,1494,2.6
POA4017,39,1950,636,325,1647,1.1,1372,2.6
POA4018,37,1950,649,345,1509,1.1,1212,2.3
POA4019,42,1733,518,260,1216,1.1,911,2.2
POA4020,45,1805,536,280,1336,1.1,982,2.2
POA4021,39,1625,497,300,1188,1.1,994,2.5
POA4022,36,1900,508,320,1254,1.1,1101,2.7
POA4025,44,1300,591,0,714,1.1,617,1.6
POA4030,34,2300,814,310,2206,1.1,1618,2.3
POA4031,34,2167,804,320,2093,1.1,1506,2.3
POA4032,37,2000,641,325,1543,1.1,1214,2.3
POA4034,38,1950,616,335,1594,1.1,1315,2.5
POA4035,39,2000,728,370,2125,1.0,1925,3.0
POA4036,35,1950,681,350,1617,1.1,1509,2.8
POA4037,34,2167,809,390,2187,1.0,2147,3.3
POA4051,32,2167,842,330,2272,1.1,1688,2.4
POA4053,36,2000,707,330,1812,1.1,1504,2.6
POA4054,36,2000,670,320,1655,1.1,1406,2.6
POA4055,36,2000,754,330,2029,1.0,1866,3.0
POA4059,29,2300,732,360,2202,1.1,1597,2.3
POA4060,34,2357,841,370,2548,1.1,2081,2.7
POA4061,40,2100,746,395,2198,1.0,1938,2.9
POA4064,31,2500,963,395,2531,1.1,1997,2.3
POA4065,36,2500,879,390,2673,1.1,2286,2.7
POA4066,29,2167,775,380,2191,1.1,1669,2.3
POA4067,26,2167,467,400,1940,1.2,1315,2.4
POA4068,30,2150,720,370,2151,1.1,1639,2.4
POA4069,41,2383,784,425,2568,1.0,2347,2.9
POA4070,36,2223,747,380,2140,1.0,1980,3.0
POA4072,19,0,106,0,4250,1.0,2937,2.5
POA4073,37,2167,822,392,2319,1.0,2142,2.9
POA4074,38,2000,735,375,2021,1.0,1828,2.8
POA4075,36,2086,737,350,2066,1.1,1652,2.6
POA4076,33,1655,458,280,1175,1.1,1118,2.8
POA4077,33,1700,394,229,1020,1.2,887,2.8
POA4078,33,2000,706,350,1713,1.1,1594,2.9
POA4101,32,2167,697,380,1971,1.2,1475,2.2
POA4102,31,2167,567,303,1637,1.2,1243,2.3
POA4103,32,2035,688,310,1845,1.1,1400,2.3
POA4104,34,2000,748,340,2015,1.1,1487,2.3
POA4105,35,2018,690,320,1811,1.1,1363,2.4
POA4106,36,1733,528,285,1238,1.1,1046,2.3
POA4107,34,1950,601,320,1605,1.1,1342,2.6
POA4108,34,1700,498,280,1238,1.1,1063,2.6
POA4109,34,2000,450,360,1323,1.1,1214,2.9
POA4110,34,1950,512,300,1263,1.1,1135,2.8
POA4111,24,1896,331,255,1663,1.1,1329,2.3
POA4112,33,2000,589,365,1679,1.1,1602,3.2
POA4113,32,1892,554,370,1495,1.1,1400,2.9
POA4114,30,1408,408,250,945,1.2,863,2.8
POA4115,34,2000,695,375,1786,1.1,1690,3.0
POA4116,31,2167,631,380,1706,1.1,1675,3.2
POA4117,31,2340,701,395,1510,1.0,1422,2.9
POA4118,31,1785,638,330,1482,1.1,1420,3.0
POA4119,32,2000,688,355,1660,1.1,1520,2.9
POA4120,32,2011,769,320,1839,1.1,1365,2.2
POA4121,36,2167,757,335,2032,1.1,1674,2.6
POA4122,36,2000,606,350,1675,1.1,1418,2.7
POA4123,36,1800,659,330,1597,1.1,1415,2.7
POA4124,33,1987,617,320,1526,1.1,1484,3.1
POA4125,42,1777,532,370,1403,1.1,1223,2.8
POA4127,35,1735,631,305,1518,1.1,1345,2.7
POA4128,35,1980,697,340,1795,1.1,1689,3.0
POA4129,31,1900,657,340,1485,1.1,1432,2.9
POA4130,39,2058,652,350,1815,1.0,1703,3.0
POA4131,31,1647,545,315,1302,1.1,1214,2.9
POA4132,27,1733,561,320,1230,1.1,1198,3.2
POA4133,34,1800,545,320,1279,1.1,1132,2.8
POA4151,33,2151,835,325,2083,1.1,1522,2.3
POA4152,36,2167,727,370,2053,1.1,1719,2.7
POA4153,37,2167,754,400,2025,1.1,1862,2.9
POA4154,33,2600,901,440,2332,1.0,2261,3.1
POA4155,40,3200,693,250,2208,1.0,2230,3.3
POA4156,38,2167,753,400,2228,1.1,2265,3.3
POA4157,37,1950,636,320,1630,1.1,1389,2.7
POA4158,38,1831,672,335,1416,1.1,1160,2.3
POA4159,39,2000,625,360,1678,1.1,1462,2.8
POA4160,40,2032,671,380,1888,1.0,1644,2.8
POA4161,35,1931,623,350,1561,1.1,1444,2.8
POA4163,46,2000,585,345,1567,1.0,1138,2.4
POA4164,38,2200,661,400,1833,1.0,1705,3.0
POA4165,38,2167,616,395,1628,1.0,1478,2.8
POA4169,33,2200,850,370,2141,1.1,1606,2.1
POA4170,33,2340,862,370,2176,1.1,1767,2.4
POA4171,35,2600,999,400,2631,1.1,2210,2.5
POA4172,34,2167,807,390,1967,1.1,1805,2.7
POA4173,35,2000,720,360,1689,1.1,1474,2.6
POA4174,34,1950,712,340,1583,1.1,1458,2.7
POA4178,39,2084,620,340,1585,1.1,1276,2.5
POA4179,39,2167,664,355,1782,1.1,1465,2.6
POA4183,46,1300,486,210,1087,1.1,801,2.2
POA4184,52,1088,353,210,751,1.1,598,2.0
POA4205,41,1733,475,295,1049,1.1,848,2.4
POA4207,35,1733,544,300,1286,1.1,1134,2.7
POA4208,32,2383,690,380,1644,1.1,1574,3.0
POA4209,29,2400,676,380,1565,1.1,1527,3.1
POA4210,34,2102,617,375,1484,1.1,1387,2.9
POA4211,36,2000,570,360,1406,1.1,1269,2.7
POA4212,42,2167,625,400,1616,1.0,1441,2.7
POA4213,38,2100,570,380,1449,1.1,1365,3.0
POA4214,37,2000,551,380,1388,1.1,1270,2.8
POA4215,37,1733,478,310,1085,1.1,872,2.1
POA4216,46,2000,538,335,1217,1.1,956,2.2
POA4217,39,2123,612,350,1415,1.1,1108,2.1
POA4218,39,2080,614,340,1385,1.1,1142,2.2
POA4219,62,1690,392,340,814,1.0,636,1.8
POA4220,39,2000,576,350,1356,1.1,1105,2.3
POA4221,40,2000,538,320,1300,1.1,1040,2.4
POA4223,41,2000,547,330,1315,1.1,1110,2.5
POA4224,39,1800,556,340,1264,1.1,1038,2.3
POA4225,47,1950,503,280,1052,1.1,812,1.9
POA4226,39,2000,556,400,1380,1.0,1251,2.6
POA4227,33,2167,571,380,1342,1.1,1227,2.7
POA4228,41,2167,545,300,1549,1.1,1466,3.1
POA4229,25,2275,306,400,1208,1.2,856,2.0
POA4230,37,1842,645,410,1333,1.1,1167,2.1
POA4270,39,2000,606,350,1543,1.1,1471,3.0
POA4271,46,1733,514,325,1180,1.1,948,2.3
POA4272,49,1929,489,330,1251,1.1,993,2.5
POA4275,39,1972,575,320,1365,1.1,1235,2.8
POA4280,35,2000,614,360,1522,1.1,1500,3.2
POA4285,37,1820,516,260,1291,1.1,1125,2.8
POA4287,44,1387,408,160,949,1.1,804,2.3
POA4300,30,1993,661,320,1559,1.1,1447,3.0
POA4301,27,1733,612,310,1324,1.1,1246,3.0
POA4303,33,1300,431,193,910,1.2,855,2.8
POA4304,36,1517,502,250,1166,1.1,978,2.5
POA4305,34,1600,552,260,1301,1.1,1107,2.6
POA4306,37,1800,619,280,1644,1.1,1476,2.9
POA4307,37,1550,491,220,1227,1.1,1129,2.9
POA4309,40,1637,471,210,1178,1.1,1037,2.7
POA4310,45,1460,467,220,1149,1.1,916,2.5
POA4311,39,1517,431,255,1075,1.1,957,2.7
POA4312,49,1300,386,200,917,1.1,771,2.3
POA4313,49,1083,368,200,851,1.1,693,2.3
POA4340,40,1517,514,260,1291,1.1,1101,2.6
POA4341,38,1517,451,260,1104,1.1,953,2.7
POA4342,39,1300,448,240,1087,1.1,969,2.6
POA4343,34,1500,457,245,1137,1.1,977,2.7
POA4344,40,1473,504,235,1328,1.2,1060,2.8
POA4345,19,0,99,0,0,1.0,3250,3.5
POA4346,37,1322,628,180,1356,1.1,1022,2.4
POA4347,43,1300,456,180,1017,1.1,892,2.7
POA4350,36,1517,560,235,1317,1.1,1043,2.4
POA4352,38,1733,614,285,1536,1.1,1416,2.9
POA4353,45,1400,402,0,1079,1.0,922,2.6
POA4354,39,1300,462,180,1133,1.1,949,2.5
POA4355,50,1120,375,180,857,1.1,706,2.3
POA4356,39,1400,506,190,1174,1.1,1034,2.7
POA4357,42,1170,451,160,1070,1.1,878,2.5
POA4358,39,1452,554,210,1369,1.1,1134,2.7
POA4359,43,1138,484,210,1110,1.1,988,2.6
POA4360,40,1450,411,200,933,1.1,718,2.6
POA4361,45,1000,385,170,940,1.1,776,2.4
POA4362,45,1300,444,170,997,1.1,801,2.5
POA4363,43,1540,597,165,1191,1.1,1111,2.6
POA4364,37,0,562,150,1297,1.1,1416,3.0
POA4365,49,1200,348,175,774,1.1,665,2.4
POA4370,40,1300,473,215,1049,1.1,884,2.5
POA4371,47,1257,407,150,955,1.1,764,2.4
POA4372,36,1500,546,180,936,1.1,937,2.6
POA4373,47,1177,397,160,875,1.1,717,2.4
POA4374,51,1365,419,105,1180,1.0,755,2.1
POA4375,42,1275,383,143,924,1.1,1053,2.6
POA4376,43,607,441,150,1104,1.1,949,2.5
POA4377,47,1300,394,163,1115,1.1,828,2.5
POA4378,43,1270,435,185,1008,1.1,942,2.6
POA4380,46,1300,428,180,972,1.1,782,2.3
POA4381,40,1300,452,190,981,1.1,927,2.5
POA4382,44,664,416,138,970,1.1,838,2.7
POA4383,47,997,393,163,854,1.1,712,2.4
POA4385,46,817,395,137,951,1.1,736,2.2
POA4387,45,867,474,145,997,1.1,809,2.3
POA4388,39,500,363,125,873,1.1,752,2.7
POA4390,35,1517,636,190,1375,1.1,1177,2.6
POA4400,37,1400,567,240,1381,1.1,1252,2.7
POA4401,38,1300,510,200,1202,1.1,1015,2.6
POA4402,51,997,326,150,687,1.1,621,2.2
POA4403,37,1098,466,86,1198,1.1,833,2.5
POA4404,38,1713,578,60,1275,1.1,1166,3.0
POA4405,34,1500,591,231,1407,1.1,1215,2.7
POA4406,41,834,422,0,1071,1.1,874,2.6
POA4407,39,1200,526,120,1164,1.1,1052,2.6
POA4408,44,1300,431,90,1220,1.1,789,2.3
POA4410,46,867,397,117,923,1.1,688,2.3
POA4411,39,748,561,0,1284,1.0,1125,2.3
POA4412,37,2000,545,100,1381,1.1,1269,2.8
POA4413,35,1517,619,270,1506,1.1,1288,2.6
POA4415,40,1192,525,150,1194,1.1,934,2.4
POA4416,37,422,675,90,1112,1.1,1171,2.5
POA4417,40,867,495,80,975,1.1,863,2.5
POA4419,42,769,534,48,1038,1.1,937,2.4
POA4420,44,705,525,85,1108,1.1,918,2.3
POA4421,41,867,355,120,785,1.2,681,2.4
POA4422,39,140,528,0,1081,1.1,900,2.4
POA4424,39,2167,422,0,907,1.1,763,2.5
POA4425,42,0,403,0,929,1.1,719,2.5
POA4427,37,867,387,75,1125,1.1,1055,2.6
POA4428,42,1200,525,23,1183,1.0,980,2.4
POA4454,39,667,658,100,1257,1.1,1102,2.5
POA4455,33,1548,721,210,1635,1.1,1405,2.6
POA4462,52,1,422,0,1020,1.1,1100,2.3
POA4465,42,1029,447,100,1110,1.1,835,2.5
POA4468,41,0,445,0,959,1.1,828,2.5
POA4470,36,1125,611,150,1389,1.1,1067,2.5
POA4472,42,1083,485,120,1140,1.1,860,2.3
POA4477,44,342,448,0,957,1.1,700,2.3
POA4478,40,867,564,60,1170,1.1,874,2.3
POA4480,40,650,579,100,1153,1.1,928,2.3
POA4481,43,453,652,70,1325,1.1,1010,2.3
POA4486,39,1083,545,28,1187,1.1,1030,2.5
POA4487,34,1300,582,150,1246,1.1,1046,2.7
POA4488,40,1025,437,0,862,1.1,880,2.4
POA4490,39,520,500,90,1180,1.1,874,2.4
POA4492,31,934,731,105,1359,1.1,962,2.5
POA4494,36,2600,542,20,1147,1.3,825,2.4
POA4496,37,715,604,0,1042,1.1,1100,2.4
POA4497,39,852,553,0,1021,1.1,980,2.6
POA4498,29,867,665,0,949,1.1,1297,2.6
POA4500,33,1950,678,331,1675,1.1,1540,2.9
POA4501,36,1733,559,270,1277,1.1,1081,2.5
POA4502,34,1863,673,300,1641,1.1,1492,2.8
POA4503,33,1941,644,330,1512,1.1,1353,2.7
POA4504,31,2167,700,360,1719,1.0,1695,3.2
POA4505,39,1800,551,300,1443,1.1,1260,2.8
POA4506,31,1777,547,310,1267,1.1,1199,2.9
POA4507,57,1705,409,260,912,1.1,747,2.1
POA4508,34,1733,487,285,1095,1.1,960,2.7
POA4509,31,2275,754,380,1850,1.0,1754,3.0
POA4510,35,1733,478,280,1105,1.1,953,2.6
POA4511,43,1820,445,325,1052,1.1,946,2.6
